Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Mint Eucalyptus Beard Oil - 3oz,mint-eucalyptus-beard-oil-3oz,"<h3>Description</h3><p>Beard Oil</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>

<li>none</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Mint Eucalyptus,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-pep-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Mint-Eucalyptus-Beard-Oil-3oz/beard-oil-mint-eucalyptus-3oz.jpg,1,Mint Eucalyptus Beard Oil - 3oz,,false,Mint Eucalyptus Beard Oil - 3oz,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-pep-3oz,,,new,,,,,,
Beard Oil 4-pack,beard-oil-4-pack,"<h3>Description</h3><p>Save some bucks by buying all 4 of our blends together.</p><p>This 4-pack includes 1oz bottles of Clove Citrus, Mint Eucalyptus, Big thicket, and Tumbleweed oils.</p><p>Make your beard majestic! Texas Beard Company Beard Oil is a carefully hand-mixed blend of All Natural oils mixed with a subtle amount of essential oils to make your beard smell as good as it looks.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>

<li>Clove Citrus<ul><li>Clove Oil</li><li>Tangerine Oil</li><li>Grapefruit Oil</li><li>Orange Oil</li></ul></li><li>Mint Eucalyptus<ul><li>Peppermint Oil</li><li>Eucalyptus Oil</li></ul></li><li>Big Thicket<ul><li>Cedarwood Oil</li><li>Pine Needle Oil</li></ul></li><li>Tumbleweed<ul><li>None.</li></ul></li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm,Packs and Combos",true,active,oil-4pk-1oz,,Title,Default,,,,,47.99,,,,0.00,true,,shopify,0,deny,20,g,true,manual,/Shared/Images/Product/Beard-Oil-4-pack/beard-oil-4-pack-droppers.jpg,1,Beard Oil 4-pack,,false,Beard Oil 4-pack,"Save some bucks by buying all 4 of our blends together.This 4-pack includes 1oz bottles of Clove Citrus, Mint Eucalyptus, Big thicket, and Tumbleweed oils.Make your beard majestic! Texas Beard Company Beard Oil is a carefully hand-mixed blend of All Natural oils mixed with a subtle amount of essential ",,,,oil-4pk-1oz,,,new,,,,,,
Beard Oil 4-pack 3oz,beard-oil-4-pack-3oz,"<h3>Description</h3><p>Save some bucks by buying all 4 of our blends together.</p><p>This 4-pack includes 3oz bottles of Clove Citrus, Mint Eucalyptus, Big thicket, and Tumbleweed oils.</p><p>Make your beard majestic! Texas Beard Company Beard Oil is a carefully hand-mixed blend of All Natural oils mixed with a subtle amount of essential oils to make your beard smell as good as it looks.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Clove Citrus

<ul>

<li>Clove Oil</li><li>Tangerine Oil</li><li>Grapefruit Oil</li><li>Orange Oil</li></ul></li><li>Mint Eucalyptus

<ul>

<li>Peppermint Oil</li><li>Eucalyptus Oil</li></ul></li><li>Big Thicket

<ul>

<li>Cedarwood Oil</li><li>Pine Needle Oil</li></ul></li><li>Tumbleweed

<ul>

<li>None.</li></ul></li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm,Packs and Combos",true,active,oil-4pk-3oz,,Title,Default,,,,,89.97,,,,0.00,true,,shopify,0,deny,50,g,true,manual,/Shared/Images/Product/Beard-Oil-4-pack-3oz/beard-oil-3oz-4-pack.jpg,1,Beard Oil 4-pack 3oz,,false,Beard Oil 4-pack 3oz,"Save some bucks by buying all 4 of our blends together.This 4-pack includes 3oz bottles of Clove Citrus, Mint Eucalyptus, Big thicket, and Tumbleweed oils.Make your beard majestic! Texas Beard Company Beard Oil is a carefully hand-mixed blend of All Natural oils mixed with a subtle amount of essential ",,,,oil-4pk-3oz,,,new,,,,,,
Pumpkin Spice Beard Oil (Limited Edition),pumpkin-spice-beard-oil-limited-edition,"<h3>Description</h3><p>Hey men, now you can finally enjoy the pumpkin spice scent without having to pour a latte on your beard! No yoga pants or Uggs required here.</p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li><li>Pumpkin Seed Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Cinnamon</li><li>Vanilla</li><li>Coffee Bean</li><li>Nutmeg</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Seasonal Scents,Scents,Pumpkin Spice,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-pump,,Title,Default,,,,,17.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Pumpkin-Spice-Beard-Oil-Limited-Edition/pumpkin-spice-beard-oil.jpg,1,Pumpkin Spice Beard Oil (Limited Edition),,false,Pumpkin Spice Beard Oil (Limited Edition),All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-pump,,,new,,,,,,
Beard Bundle,beard-bundle,"<h3>Description</h3><p>Our new Beard Bag is our take on the classic ""Dopp Bag"". These are made to our specifications and have perfect fitments for all of our products.</p><p>Made with high quality waxed canvas material. Metal Zipper, and a padded interior.&nbsp;</p>",Texas Beard Company,All Products > Beard Kits and Gifts,Beard Kits and Gifts,"All Products,Beard Kits and Gifts,All Products,Beard Grooming,All Products,Beard Care",false,draft,beard-bundle,,Title,Default,,,,,24.99,,34.99,,0.00,true,,shopify,0,deny,7,g,true,manual,/Shared/Images/Product/Beard-Bundle/beard-bag.jpg,1,Beard Bundle,,false,Beard Bundle,"Our new Beard Bag is our take on the classic ""Dopp Bag"". These are made to our specifications and have perfect fitments for all of our products.Made with high quality waxed canvas material. Metal Zipper, and a padded interior.&nbsp;",,,,beard-bundle,,,new,,,,,,
Beard Bag,beard-bag,"<h3>Description</h3><p>Our new Beard Bag is our take on the classic ""Dopp Bag"". These are made to our specifications and have perfect fitments for all of our products.</p><p>Made with high quality waxed canvas material. Metal Zipper, and a padded interior.&nbsp;</p>",Texas Beard Company,All Products > Beard Kits and Gifts,Beard Kits and Gifts,"All Products,Beard Kits and Gifts",false,draft,beard-bag,,Title,Default,,,,,34.99,,,,0.00,true,,shopify,0,deny,0,g,true,manual,,1,Beard Bag,,false,Beard Bag,"Our new Beard Bag is our take on the classic ""Dopp Bag"". These are made to our specifications and have perfect fitments for all of our products.Made with high quality waxed canvas material. Metal Zipper, and a padded interior.&nbsp;",,,,beard-bag,,,new,,,,,,
Beard Oil Trial Size 4-pack,beard-oil-trial-size-4-pack,"<h3>Description</h3><p>Can't decide on which scent you want? Try 'em all with our Trial sized 4 pack. </p><p>This pack comes with a 4dram (about 1/4 fl. oz.) bottle (with dropper) of 4 scents.</p><ul><li>Clove Citrus</li><li>Big Thicket</li><li>Mint Eucalyptus</li><li>Night Cap</li></ul><p>Oil Ingredients:</p><ul><li>Golden Jojoba Oil</li><li>Avocado Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Vitamin E Oil (tocopherol)</li><li>Essential Oil Blend</li></ul><hr><h3>Ingredients</h3><p>Base Beard Oil:
</p>
<ul>
	<li>Golden Jojoba Oil</li>
	<li>Avocado Oil</li>
	<li>Sweet Almond Oil</li>
	<li>Grapeseed Oil</li>
	<li>Vitamin E Oil (tocopherol)</li>
	<li>Essential Oil Blend</li>
</ul>
<p><strong>Essential Oils:</strong>
</p>
<ul>
	<li><span style=""font-size: 1em; background-color: initial;"">Clove Citrus
	<ul>
		<li>Clove</li>
		<li>Sweet Orange</li>
		<li>Tangerine</li>
		<li>Grapefruit</li>
	</ul></span></li>
	<li>Mint Eucalyptus
	<ul>
		<li>Peppermint</li>
		<li>Eucalyptus</li>
	</ul></li>
	<li>Big Thicket
	<ul>
		<li>Cedarwood</li>
		<li>Pine Needle</li>
	</ul></li>
	<li>Night Cap
	<ul>
		<li>Lavender</li>
		<li>Lime</li>
    <li>Bergamot</li>
	</ul></li>
</ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm,Packs and Combos",true,active,trial-pack,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,7,g,true,manual,/Shared/Images/Product/Beard-Oil-Trial-Size-4-pack/beard-oil-trial-pack.jpg,1,Beard Oil Trial Size 4-pack,,false,Beard Oil Trial Size 4-pack,Can't decide on which scent you want? Try 'em all with our Trial sized 4 pack. This pack comes with a 4dram (about 1/4 fl. oz.) bottle (with dropper) of 4 scents.Clove CitrusBig ThicketMint EucalyptusNight CapOil Ingredients:Golden Jojoba Oil</li,,,,trial-pack,,,new,,,,,,
Night Cap Beard Oil,night-cap-beard-oil,"<h3>Description</h3><p>Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep.  Made with Lavender Oil, Lime Oil, and Bergamot Oil, Night Cap is a mellow scent that is perfect for your overnight beard conditioning.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>
<li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado&nbsp;Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>
<li>Lavender Oil</li><li>Lime Oil</li><li>Bergamot Oil</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Night Cap,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-night-cap,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Night-Cap-Beard-Oil/beard-oil-nightcap-dropper.jpg,1,Night Cap Beard Oil,,false,Night Cap Beard Oil,"Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep.  Made with Lavender Oil, Lime Oil, and Bergamot Oil, Night Cap is a mellow scent that is perfect for your overnight beard con",,,,oil-night-cap,,,new,,,,,,
Night Cap Beard Oil - 3oz,night-cap-beard-oil-3oz,"<h3>Description</h3><p>Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep.  Made with Lavender Oil, Lime Oil, and Bergamot Oil, Night Cap is a mellow scent that is perfect for your overnight beard conditioning.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>
<li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>
<li>Lavender</li><li>Lime</li><li>Bergamot</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Night Cap,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-night-3oz,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,13,g,true,manual,/Shared/Images/Product/Night-Cap-Beard-Oil-3oz/beard-oil-nightcap-3oz.jpg,1,Night Cap Beard Oil - 3oz,,false,Night Cap Beard Oil - 3oz,All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-night-3oz,,,new,,,,,,
Green Belt Beard Oil,green-belt-beard-oil,"<h3>Description</h3><p>With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Oil with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>
<li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>
<li>Tea Trea Oil</li><li>Lime Oil</li><li>Basil Oil</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Green Belt,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-green-belt,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Green-Belt-Beard-Oil/beard-oil-greenbelt-dropper.jpg,1,Green Belt Beard Oil,,false,Green Belt Beard Oil,"With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Oil with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of",,,,oil-green-belt,,,new,,,,,,
Sandalwood Reserve Beard Oil (Limited Edition),sandalwood-reserve-beard-oil-limited-edition,"<h3>Description</h3><p>Sandalwood Reserve Beard Oil is a very special limited edition. Unlike other brands, this oil is made with pure (uncut) Sandalwood Essential Oil. We do not add any other essential oils to dilute the scent.</p><p>Mixed with our much-loved signature beard oil base blend, you'll love this special oil. We only make small batches of this every year or so, so get it while it's here.</p><p>

This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.

</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul>

<li>Pure Sandalwood Oil</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-sw,,Title,Default,,,,,17.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Sandalwood-Reserve-Beard-Oil-Limited-Edition/aged-sandalwood-reserve.jpg,1,Sandalwood Reserve Beard Oil (Limited Edition),,false,Sandalwood Reserve Beard Oil (Limited Edition),All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-sw,,,new,,,,,,
Whiskey Barrel Aged Beard Oil (Limited Edition),whiskey-barrel-aged-beard-oil-limited-edition,"<h3>Description</h3><p>Whiskey Barrel Aged Beard Oil is a special limited edition beard oil. The oil has been aged for 2 months in a used whiskey barrel sourced from Balcones Distilling in Waco.  We do not add any other essential oils to dilute the scent.<br>
</p>
<p>The Balcones Texas Blue Corn Bourbon barrel gives the oil the subtle sweetness of fine Texas Whiskey.
</p>
<p>Mixed with our much-loved signature beard oil base blend, you'll love this special oil. We only made 400 bottles of this so get it while it's here.
</p>
<p>
	This is our original size, 1 fluid ounce. It is enough oil to last most beards 3-4 months with daily use.
</p>
<p><br>
</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Scent Blend</p><ul>

<li>Aged in a Balcones Texas Blue Corn Bourbon barrell.</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-wb,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Whiskey-Barrel-Aged-Beard-Oil-Limited-Edition/whiskey-beard-oil.jpg,1,Whiskey Barrel Aged Beard Oil (Limited Edition),,false,Whiskey Barrel Aged Beard Oil (Limited Edition),"Whiskey Barrel Aged Beard Oil is a special limited edition beard oil. The oil has been aged for 2 months in a used whiskey barrel sourced from Balcones Distilling in Waco.  We do not add any other essential oils to dilute the scent.

The Balcones Texas Blue Corn Bourbon barrel gives the oil the subtle swe",,,,oil-wb,,,new,,,,,,
Pecan Coffee Beard Oil,pecan-coffee-beard-oil,"<h3>Description</h3><p>We use our Signature Beard Oil Formula and infuse with Texas Pecan Roasted Coffee beans. Each bottle has a few beans in it after the infusion process to keep the scent alive.</p><p>

Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>

So step up your facial hair game and turn that scraggle and scruff into something great.</p><p>

This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.

</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Roasted Coffee</li><li>Texas Pecan</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,Scents,Pecan Coffee,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,oil-coffee,,Title,Default,,,,,17.99,,19.99,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Pecan-Coffee-Beard-Oil/coffee-beard-oil-dropper.jpg,1,Pecan Coffee Beard Oil,,false,Pecan Coffee Beard Oil,"We use our Signature Beard Oil Formula and infuse with Texas Pecan Roasted Coffee beans. Each bottle has a few beans in it after the infusion process to keep the scent alive.

Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.",,,,oil-coffee,,,new,,,,,,
Cinnamon Mint Beard Oil (Limited Edition),cinnamon-mint-beard-oil-limited-edition,"<h3>Description</h3><p>Just in time for the holidays, Cinnamon Mint beard oil has a refreshing blend of cinnamon and peppermint essential oils to perk up your day.</p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Cinnamon</li><li>Peppermint</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Seasonal Scents,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-cinn-mint,,Title,Default,,,,,15.99,,17.99,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Cinnamon-Mint-Beard-Oil-Limited-Edition/cinnamon-mint.jpg,1,Cinnamon Mint Beard Oil (Limited Edition),,false,Cinnamon Mint Beard Oil (Limited Edition),All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-cinn-mint,,,new,,,,,,
Irish Coffee Beard Oil (Limited Edition),irish-coffee-beard-oil-limited-edition,"<h3>Description</h3><p>Irish Coffee Beard Oil is a careful blend of 2 of our most popular oils, Whiskey Barrel Aged Beard Oil and Pecan Coffee Beard oil.</p>

<p>The Whiskey Barrel Beard Oil has been aged in a used whiskey barrel sourced from Balcones Distilling in Waco.  We do not add any other essential oils to dilute the scent.<br>
The Pecan Coffee Beard Oil is infused with Texas Pecan Roasted Coffee beans 
</p>
<p>The Balcones Texas Blue Corn Bourbon barrel gives the oil the subtle sweetness of fine Texas Whiskey.
</p>
<p>
	This is our original size, 1 fluid ounce. It is enough oil to last most beards 3-4 months with daily use.
</p>
<p><br>
</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Scent Blend</p><ul>

<li>Aged in a Balcones Texas Blue Corn Bourbon barrell.</li>
<li>Infused with Texas Pecan Roasted Coffee Beans</li>
</ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-irish,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Irish-Coffee-Beard-Oil-Limited-Edition/irish-coffee-beard-oil.jpg,1,Irish Coffee Beard Oil (Limited Edition),,false,Irish Coffee Beard Oil (Limited Edition),"Irish Coffee Beard Oil is a careful blend of 2 of our most popular oils, Whiskey Barrel Aged Beard Oil and Pecan Coffee Beard oil.

The Whiskey Barrel Beard Oil has been aged in a used whiskey barrel sourced from Balcones Distilling in Waco.  We do not add any other essential oils to dilute the scent.
The",,,,oil-irish,,,new,,,,,,
Barley and Hops Beard Oil,barley-and-hops-beard-oil,"<h3>Description</h3><p>Barley & Hops Beard Oil is made using our signature beard oil blend and infused with roasted barley plus a blend of German Northern Brewer and German Magnum hops.</p><p>
	This is our original size, 1 fluid ounce. It is enough oil to last most beards 3-4 months with daily use.
</p><p><br>
</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Scent Blend</p><ul>

<li>Roasted Barley</li><li>German Northern Brewer Hops</li><li>German Magnum Hops</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-barhop,,Title,Default,,,,,17.99,,19.99,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Barley-and-Hops-Beard-Oil/barley-and-hops-beard-oil.jpg,1,Barley and Hops Beard Oil,,false,Barley and Hops Beard Oil,"Barley & Hops Beard Oil is made using our signature beard oil blend and infused with roasted barley plus a blend of German Northern Brewer and German Magnum hops.
	This is our original size, 1 fluid ounce. It is enough oil to last most beards 3-4 months with daily use.

",,,,oil-barhop,,,new,,,,,,
Holiday Spice Beard Oil (Limited Edition),holiday-spice-beard-oil-limited-edition,"<h3>Description</h3><p>This beard oil will have you smelling like a hot cup of cinnamon apple cider sitting by the Christmas tree. Scented with Green Apple, Cinnamon, Clove, and Nutmeg oils.</p><p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p><p>So step up your facial hair game and turn that scraggle and scruff into something great.</p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Oil Blend</p><ul><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li><li>Pumpkin Seed Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Green Apple</li><li>Cinnamon</li><li>Clove</li><li>Nutmeg</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Oils,Beard Oils,"All Products,Beard Care,Beard Oil & Balm,Beard Oils,All Products,Beard Care,Seasonal Scents,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,oil-holiday,,Title,Default,,,,,17.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Holiday-Spice-Beard-Oil-Limited-Edition/holiday-spice.jpg,1,Holiday Spice Beard Oil (Limited Edition),,false,Holiday Spice Beard Oil (Limited Edition),All Natural Man Made Beard Oil with a subtle natural scent,,,,oil-holiday,,,new,,,,,,
